"RecID";"ShipName";"DASNumber";"VoyageFrom";"VoyageTo";"timestamp";"Lat3";"Lon3"
"113373";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-6-4T00:00:00Z";"-5.86667";"-25.6167"
"113347";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-5-9T00:00:00Z";"17.0667";"-20.85"
"113374";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-6-5T00:00:00Z";"-8.16667";"-27.0667"
"113375";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-6-6T00:00:00Z";"-10.7";"-28.0333"
"113376";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-6-7T00:00:00Z";"-13.5833";"-28.9833"
"113377";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-6-8T00:00:00Z";"-16.2";"-30.0833"
"113364";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-5-26T00:00:00Z";"4.28333";"-20.0333"
"113363";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-5-25T00:00:00Z";"3.71667";"-20.0167"
"113334";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-4-26T00:00:00Z";"38.8333";"-14.4833"
"113368";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-5-30T00:00:00Z";"2.5";"-19.3833"
"113369";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-5-31T00:00:00Z";"1.81667";"-20.3167"
"113370";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-6-1T00:00:00Z";"0.883333";"-21.8167"
"113371";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-6-2T00:00:00Z";"-1.13333";"-22.9"
"113372";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-6-3T00:00:00Z";"-3.48333";"-24.1667"
"113405";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-7-6T00:00:00Z";"-34.4";"18.25"
"113367";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-5-29T00:00:00Z";"2.73333";"-20.0833"
"113366";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-5-28T00:00:00Z";"3.23333";"-20.7167"
"113365";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-5-27T00:00:00Z";"3.81667";"-20.5667"
"113362";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-5-24T00:00:00Z";"3.61667";"-20"
"113361";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-5-23T00:00:00Z";"3.9";"-19.7667"
"113406";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-7-7T00:00:00Z";NULL;NULL
"113343";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-5-5T00:00:00Z";"27.9";"-20.35"
"113342";"Star";"4748.2";"Middelburg";"Kaap de Goede Hoop";"1793-5-4T00:00:00Z";"30.6";"-19.7333"
