"RecID";"ShipName";"DASNumber";"VoyageFrom";"VoyageTo";"timestamp";"Lat3";"Lon3"
"84017";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-2T00:00:00Z";"-36.0333";"31.95"
"84016";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-1T00:00:00Z";"-37.5333";"30.9167"
"84015";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-31T00:00:00Z";"-37.9333";"29.35"
"84014";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-30T00:00:00Z";"-38.1833";"26.8667"
"84013";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-29T00:00:00Z";"-39.3667";"24.1833"
"84012";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-28T00:00:00Z";"-40.1333";"22.2667"
"84011";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-27T00:00:00Z";"-39.39";"21.0167"
"84010";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-26T00:00:00Z";"-38.64";"21.4333"
"84009";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-25T00:00:00Z";"-37.9";"19.45"
"84008";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-24T00:00:00Z";"-38.2";"18.5667"
"84018";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-3T00:00:00Z";"-36.95";"32.2667"
"84019";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-4T00:00:00Z";"-38.2667";"33.3167"
"84020";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-5T00:00:00Z";"-38.2667";"34.6167"
"84029";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-14T00:00:00Z";"-40.0667";"46.7167"
"84028";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-13T00:00:00Z";"-39.5167";"45.6333"
"84027";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-12T00:00:00Z";"-38.8333";"44.6"
"84026";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-11T00:00:00Z";"-38.2833";"43.3833"
"84025";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-10T00:00:00Z";"-38.2";"42.6"
"84024";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-9T00:00:00Z";"-38.5667";"41.1333"
"84023";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-8T00:00:00Z";"-39.1333";"38.7"
"84022";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-7T00:00:00Z";"-38.7333";"36.1"
"84021";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-6T00:00:00Z";"-38.2833";"35.2333"
"84030";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-4-15T00:00:00Z";"-38.5667";"48.9"
"83930";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1758-11-27T00:00:00Z";"5.18333";"-20.5667"
"83931";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1758-11-28T00:00:00Z";"4.66667";"-21.3333"
"83944";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1758-12-11T00:00:00Z";"-0.15";"-25.8667"
"84007";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-23T00:00:00Z";"-37.5167";"18.0167"
"84006";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-22T00:00:00Z";"-36.6667";"18.0167"
"84005";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-21T00:00:00Z";"-36.2333";"17.5167"
"84004";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-20T00:00:00Z";"-35.4333";"16.3"
"84003";"Noordbeveland";"3741.1";"Middelburg";"Batavia";"1759-3-19T00:00:00Z";"-34.8";"15.5333"
