"RecID";"ShipName";"DASNumber";"VoyageFrom";"VoyageTo";"timestamp";"Lat3";"Lon3"
"114967";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-7-5T00:00:00Z";"-35.1833";"8.04"
"114966";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-7-4T00:00:00Z";"-35.0167";"7.29"
"114965";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-7-3T00:00:00Z";"-35.4833";"5.71"
"114968";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-7-6T00:00:00Z";"-35.2167";"10.36"
"114969";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-7-7T00:00:00Z";"-35.0833";"12.96"
"114970";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-7-8T00:00:00Z";"-34.3333";"15.53"
"114971";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-7-9T00:00:00Z";"-34.25";"17.73"
"114972";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-7-10T00:00:00Z";"-34.25";"18.26"
"114964";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-7-2T00:00:00Z";"-36.3333";"2.65"
"114914";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-5-13T00:00:00Z";"-1.36667";"-22"
"114928";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-5-27T00:00:00Z";"-18.45";"-24.6833"
"114929";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-5-28T00:00:00Z";"-18.8833";"-24.1167"
"114930";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-5-29T00:00:00Z";"-19.2667";"-25.0333"
"114931";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-5-30T00:00:00Z";"-19.6333";"-25.9"
"114932";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-5-31T00:00:00Z";"-20.7";"-26.5833"
"114933";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-6-1T00:00:00Z";"-22.0833";"-26.4833"
"114934";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-6-2T00:00:00Z";"-22.4167";"-25.4333"
"114935";"Surseance";"4747.2";"Vlissingen";"Cabo de Goede Hoop";"1793-6-3T00:00:00Z";"-22.3333";"-25.0667"
