"RecID";"ShipName";"DASNumber";"VoyageFrom";"VoyageTo";"timestamp";"Lat3";"Lon3"
"113751";"Straalen";"4510.2";"Texel";"Bengal";"1786-6-15T00:00:00Z";"-30.1667";"33.1833"
"113750";"Straalen";"4510.2";"Texel";"Bengal";"1786-6-14T00:00:00Z";"-29.5667";"36.7"
"113747";"Straalen";"4510.2";"Texel";"Bengal";"1786-6-11T00:00:00Z";"-31.6";"37.8333"
"113749";"Straalen";"4510.2";"Texel";"Bengal";"1786-6-13T00:00:00Z";"-29.8833";"37.5"
"113748";"Straalen";"4510.2";"Texel";"Bengal";"1786-6-12T00:00:00Z";"-31.35";"37.8333"
"113668";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-3T00:00:00Z";"-15.2";"-26.4167"
"113669";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-4T00:00:00Z";"-16.6";"-26.1333"
"113670";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-5T00:00:00Z";"-18.1833";"-25.7"
"113671";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-6T00:00:00Z";"-19.2333";"-25.4833"
"113672";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-7T00:00:00Z";"-20.3167";"-25.1333"
"113673";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-8T00:00:00Z";"-21.4833";"-25.1333"
"113674";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-9T00:00:00Z";"-22.4333";"-25.2167"
"113675";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-10T00:00:00Z";"-23.9167";"-25.0667"
"113676";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-11T00:00:00Z";"-25.1667";"-24.95"
"113677";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-12T00:00:00Z";"-25.9167";"-25.1"
"113667";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-2T00:00:00Z";"-14.0833";"-26.3"
"113666";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-1T00:00:00Z";"-12.6333";"-26.0167"
"113656";"Straalen";"4510.2";"Texel";"Bengal";"1786-2-15T00:00:00Z";"3.5";"-19.5167"
"113657";"Straalen";"4510.2";"Texel";"Bengal";"1786-2-16T00:00:00Z";"3.08333";"-20.2167"
"113658";"Straalen";"4510.2";"Texel";"Bengal";"1786-2-17T00:00:00Z";"2.43333";"-20.8833"
"113659";"Straalen";"4510.2";"Texel";"Bengal";"1786-2-18T00:00:00Z";"1.7";"-21.3833"
"113660";"Straalen";"4510.2";"Texel";"Bengal";"1786-2-22T00:00:00Z";"-2.45";"-23.8167"
"113661";"Straalen";"4510.2";"Texel";"Bengal";"1786-2-23T00:00:00Z";"-3.78333";"-24.3"
"113662";"Straalen";"4510.2";"Texel";"Bengal";"1786-2-24T00:00:00Z";"-5.46667";"-24.7333"
"113663";"Straalen";"4510.2";"Texel";"Bengal";"1786-2-25T00:00:00Z";"-6.88333";"-25.15"
"113664";"Straalen";"4510.2";"Texel";"Bengal";"1786-2-27T00:00:00Z";"-9.28333";"-25.5167"
"113665";"Straalen";"4510.2";"Texel";"Bengal";"1786-2-28T00:00:00Z";"-11.9167";"-25.7833"
"113678";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-13T00:00:00Z";"-26.2";"-25.1333"
"113679";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-14T00:00:00Z";"-27.05";"-24.7"
"113680";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-15T00:00:00Z";"-28.2833";"-23.3333"
"113693";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-28T00:00:00Z";"-34.3833";"-10.1833"
"113694";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-29T00:00:00Z";"-34.5333";"-8.28333"
"113695";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-30T00:00:00Z";"-34.5167";"-7.36667"
"113696";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-31T00:00:00Z";"-34.95";"-5.83333"
"113697";"Straalen";"4510.2";"Texel";"Bengal";"1786-4-1T00:00:00Z";"-34.8167";"-3.6"
"113698";"Straalen";"4510.2";"Texel";"Bengal";"1786-4-2T00:00:00Z";"-34.3833";"-2.85"
"113699";"Straalen";"4510.2";"Texel";"Bengal";"1786-4-3T00:00:00Z";"-34.9833";"-2.71667"
"113700";"Straalen";"4510.2";"Texel";"Bengal";"1786-4-4T00:00:00Z";"-35.25";"-2.48333"
"113701";"Straalen";"4510.2";"Texel";"Bengal";"1786-4-5T00:00:00Z";"-35.5333";"-1.03333"
"113692";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-27T00:00:00Z";"-34.0667";"-11.9333"
"113691";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-26T00:00:00Z";"-33.4167";"-13.1"
"113690";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-25T00:00:00Z";"-32.4833";"-14.6667"
"113681";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-16T00:00:00Z";"-29.4333";"-22.0333"
"113682";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-17T00:00:00Z";"-30.6333";"-21.1"
"113683";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-18T00:00:00Z";"-30.1";"-20.3667"
"113684";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-19T00:00:00Z";"-29.3333";"-19.7"
"113685";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-20T00:00:00Z";"-29";"-18.95"
"113686";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-21T00:00:00Z";"-29.7833";"-17.45"
"113687";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-22T00:00:00Z";"-30.55";"-16.0667"
"113688";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-23T00:00:00Z";"-30.8667";"-15.45"
"113689";"Straalen";"4510.2";"Texel";"Bengal";"1786-3-24T00:00:00Z";"-31.1333";"-15.45"
"113702";"Straalen";"4510.2";"Texel";"Bengal";"1786-4-6T00:00:00Z";"-35.5667";"0.933334"
"113655";"Straalen";"4510.2";"Texel";"Bengal";"1786-2-14T00:00:00Z";"3.41667";"-19.5333"
"113608";"Straalen";"4510.2";"Texel";"Bengal";"1785-12-23T00:00:00Z";"49.4";"-6.15"
"113621";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-5T00:00:00Z";"33.5833";"-18.9"
"113622";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-6T00:00:00Z";"33.7833";"-18.7833"
"113623";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-7T00:00:00Z";"34.05";"-19.4833"
"113624";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-8T00:00:00Z";"33.8";"-18.5"
"113625";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-9T00:00:00Z";"33.65";"-17.7333"
"113626";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-10T00:00:00Z";"33.5167";"-17.6"
"113627";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-11T00:00:00Z";"33.3333";"-16.55"
"113628";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-12T00:00:00Z";"31.6667";"-15.4"
"113629";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-13T00:00:00Z";"30.6833";"-14.8333"
"113620";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-4T00:00:00Z";"33.15";"-17.9167"
"113619";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-3T00:00:00Z";"33.8667";"-16.8167"
"113618";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-2T00:00:00Z";"34.8167";"-16.6167"
"113609";"Straalen";"4510.2";"Texel";"Bengal";"1785-12-24T00:00:00Z";"48.1667";"-8.01667"
"113610";"Straalen";"4510.2";"Texel";"Bengal";"1785-12-25T00:00:00Z";"46.6833";"-9.33333"
"113611";"Straalen";"4510.2";"Texel";"Bengal";"1785-12-26T00:00:00Z";"44.7";"-11.7333"
"113612";"Straalen";"4510.2";"Texel";"Bengal";"1785-12-27T00:00:00Z";"42.5667";"-13.7333"
"113613";"Straalen";"4510.2";"Texel";"Bengal";"1785-12-28T00:00:00Z";"40.1333";"-14.35"
"113614";"Straalen";"4510.2";"Texel";"Bengal";"1785-12-29T00:00:00Z";"38.7833";"-14.8"
"113615";"Straalen";"4510.2";"Texel";"Bengal";"1785-12-30T00:00:00Z";"37.2667";"-15.15"
"113616";"Straalen";"4510.2";"Texel";"Bengal";"1785-12-31T00:00:00Z";"35.6667";"-15.3167"
"113617";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-1T00:00:00Z";"34.4833";"-16.2833"
"113630";"Straalen";"4510.2";"Texel";"Bengal";"1786-1-14T00:00:00Z";"30.2167";"-14.9667"
